text,label,prediction
يهدف هذا البحث إلى دراسة الكليات المعجمية في كلام العرب من خلال تأصيل وتحليل مفاهيمها الأساسية. يستخدم البحث منهجية تحليلية نقدية، حيث يتم فحص وتحليل النصوص العربية القديمة والحديثة لاستخلاص مفاهيم الكليات المعجمية وتأصيلها. كما يركز البحث على تمثيل هذه المفاهيم في سياقات لغوية وثقافية مختلفة. من خلال هذا البحث، يتوخى الباحث تحقيق فهم أعمق للكليات المعجمية في اللغة العربية ومدى تأثيرها على الفكر اللغوي والثقافي العربي. تظهر النتائج المتوقعة أن الكليات المعجمية تلعب دورًا هامًا في تشكيل الهوية اللغوية والثقافية للعرب، وتسهم في تعزيز التفكير اللغوي والثقافي العربي.,1,1
الهدف الرئيسي من هذه الورقة هو استكشاف أوجه الشبه والاختلاف بين الصوامت في اللغات القديمة والمعاصرة، لفهم التطور الصوتي عبر الزمن وتحليل العوامل المؤثرة في استدامة أو تحول الأنماط الصوتية. اعتمدت الدراسة على منهج مقارن وتحليلي، شمل تجميع وتحليل بيانات صوتية من مصادر لغوية متنوعة لكل من اللغات القديمة كالسنسكريتية والإغريقية والأكادية، واللغات الحديثة كالإنجليزية والعربية والإسبانية. تم استخدام برمجيات متقدمة لتحليل الطيف الصوتي والعناصر الفونولوجية والخصائص المشتركة عبر العصور. تشير النتائج المتوقعة إلى وجود نمط صوتي مشترك يربط بين بعضًا من العناصر الصوتية الأساسية عبر جميع اللغات المدروسة، مع إبراز تأثير البيئات الجغرافية والاجتماعية والتاريخية في تشكيل واختلاف الأنماط الحديثة. يحمل البحث تداعيات مهمة لدراسات اللغة التاريخية والتطور اللغوي العام، مما يسهم في توسيع الفهم حول ديناميكيات اللغات البشرية عبر العصور.,1,1
تدرس هذه الورقة البحثية المساهمات الهامة للأسلوبيين العرب في تطور الدرس الأسلوبي الحديث. من خلال استخدام منهجيات تحليلية مقارنة، تستكشف الدراسة كيف أثرت النظريات والمنهجيات العربية على الأساليب الغربية، مما أدى إلى فهم أكثر شمولية للأسلوبية. تؤكد النتائج على أهمية دمج وجهات النظر المتنوعة في البحث اللغوي، مما يثري المجال بمنظورات جديدة.,1,1
يستكشف هذا البحث دور استراتيجيات التمكين الإداري في قيادة التغيير التنظيمي، مع التركيز على التحديات التي يواجهها قادة التغيير في تنفيذ هذه الاستراتيجيات واقتراح آليات للتنفيذ. ويناقش البحث أسباب فشل عمليات التغيير، مثل مقاومة التغيير وثقافة المؤسسة، والحاجة إلى الانتقال من نموذج القيادة والتحكم إلى نموذج تمكين الموظفين. كما يؤكد على أهمية تعزيز الكفاءات البشرية، وتعزيز العمل الجماعي، والمشاركة، وتحفيز الأداء من خلال المكافآت، وتفويض السلطة. تم جمع مادة البحث من خلال مراجعة الدراسات التي أجرتها مراكز البحوث المتخصصة في مجال التغيير التنظيمي والتمكين الإداري، وكذلك من خلال تتبع خبرات الأشخاص المهتمين بهذه المجالات.,1,1
"تهدف هذه الدراسة إلى استكشاف تقنيات وتجليات صنعة التجليد في التراث الجزائري من خلال تحليل كتاب ""تدبير السفير في صناعة التسفير"" للمؤلف ابن أبي حميدة. اتبع الباحث المنهج التاريخي الوصفي لتتبّع وتحليل تفاصيل وممارسات هذه الصنعة كمثال حيٍ على الإرث الثقافي الغني للجزائر في مجال الكتاب والتجليد. تركز الدراسة على إيضاح كيفية تطوّر تقنيات التجليد والمواد المستخدمة عبر العصور وأثرها في حفظ الوثائق والمخطوطات. من خلال دراسة نسخ تاريخية وتحليل تقنياتها، تم التوصل إلى أن التجليد الجزائري كان يتميز بخصائص فريدة مثل الزخارف والتصاميم التي تعكس تأثيرات ثقافية متعددة. توقعت الدراسة أن تسهم هذه النتائج في تعزيز الاهتمام الأكاديمي والبحثي في مجال الحفاظ على المخطوطات وأهمية الإجادة اليدوية التقليدية في التجليد كجزء من الهوية الثقافية الوطنية.",1,1
إنّ المهنة الأرشيفية و المكتبية مازالت مهن فتية في الجزائر، أي أنها مازالت لم تلق اهتماما من طرف القائمين عليها، كما أن الخلط بين المفاهيم و المصطلحات العلمية الأرشيفية و المكتبية، و المفهوم الخاطئ لأهداف و خدمات كل منهما في المجتمع المستفيد منهما ، أدى إلى عدم تحكم المتخصصين في هذا المجال، فمن خلال هذه المعطيات جاءت هذه الورقة للتعريف بهاتين المهنتين، و تبيان أوجه التشابه و الاختلاف بينهما من حيث الجوانب الفنية و التقنية، بهدف توجيه و مساعدة أمناء الأرشيف و المكتبات لخلق رؤية شاملة للأعمال و الخدمات التي يقومون بها.,0,0
تهدف هذه الدراسة إلى تحليل تأثير السياسة النقدية على النمو الاقتصادي في الجزائر خلال الفترة الممتدة من 1990 حتى 2020. تم استخدام منهج وصفي لدراسة الجانب النظري، مع التركيز على فهم المفاهيم الأساسية المتعلقة بالسياسة النقدية والنمو الاقتصادي. بالإضافة إلى ذلك، تم تطبيق أدوات إحصائية لتحليل البيانات وتقييم التكامل الاقتصادي بين المتغيرات الرئيسية. تبين من خلال استخدام نموذج شعاع الانحدار الذاتي (VAR) وجود علاقة طردية بين الكتلة النقدية والناتج المحلي الإجمالي في الجزائر. وجاء تحليل استجابة الدوافع ليؤكد أن الصدمات الموجبة في الكتلة النقدية تؤدي إلى تأثير إيجابي على الناتج المحلي، بما يتماشى مع الفهم التقليدي في الاقتصاد. الدراسة تسلط الضوء على أهمية السياسة النقدية كأداة لتعزيز النمو الاقتصادي في السياق الجزائري. تأتي هذه النتائج لتبرز دور التكامل بين النظرية والتطبيق في البحث الاقتصادي.,1,1
تهدف هذه الدراسة إلى تقييم مدى تطبيق استراتيجيات تعديل السلوك في تحقيق أهداف التربية البدنية في المرحلة المتوسطة من وجهة نظر الأساتذة الرئيسيين. تم استخدام المنهج الوصفي المسحي على عينة مكونة من 9 أساتذة رئيسيين لمادة التربية البدنية والرياضية في مديرية التربية لولاية الطارف. تم تصميم اختبار متعدد الخيارات (QCM) مكون من 15 فقرة موزعة على ثلاثة محاور، وتم التحقق من معاملاته العلمية. بعد معالجة البيانات إحصائياً، أظهرت النتائج تبايناً في تطبيق استراتيجيات تعديل السلوك بين عينة الدراسة لتحقيق أهداف المادة. بناءً على هذه النتائج، تم تقديم مجموعة من التوصيات والمقترحات لتحسين تطبيق هذه الاستراتيجيات.,1,1
يهدف هذا البحث إلى دراسة وتحليل الخطاب البرهاني في فلسفة ابن رشد، أحد أبرز الفلاسفة العرب في العصور الوسطى. يعتمد البحث على منهجية تحليلية نقدية لاستكشاف كيفية بناء ابن رشد للبراهين الفلسفية في أعماله، خاصة في مجالات الفلسفة الأولى (الما وراء الطبيعة) والفلسفة الثانية (الطبيعيات). سيتم التركيز على كيفية استخدام ابن رشد للمنهج البرهاني في تفسيراته للنصوص الفلسفية اليونانية، مثل أعمال أرسطو، وكيفية تأثير هذا النهج في تطوير الفكر الفلسفي العربي. من خلال هذا البحث، يتوقع الكشف عن دور الخطاب البرهاني في فلسفة ابن رشد وتأثيره في تطور الفلسفة العربية والغربية.,1,1
"ملخص:

تتناول هذه الدراسة السياسة الأوروبية للجوار الجديدة في منطقة المتوسط، والتي أطلقت في عام 2004 كتكملة لمشروع برشلونة الذي بدأ في عام 1995. تهدف هذه السياسة إلى دعم الاتحاد الأوروبي وتعزيز الاستقرار والأمن والازدهار في الدول المجاورة، خاصة في منطقة المغرب العربي.

تشير الدراسة إلى حدوث تغييرات جذرية في العديد من الدول المحيطة بالاتحاد الأوروبي، خاصة في جنوب المتوسط، حيث شهدت احتجاجات اجتماعية واقتصادية وسياسية تطالب بتغييرات سياسية. تعتبر السياسة الأوروبية للجوار الجديدة استجابة لهذه التحديات وتهدف إلى تأمين الجوار الجغرافي للاتحاد الأوروبي من أي تهديدات قد تؤثر على استقراره وأمنه.

تشدد الدراسة على ضرورة تكثيف التعاون والشراكة بين الجانبين في ظل التنافس الدولي القائم في منطقة المتوسط. تتضمن الكلمات المفتاحية في هذه الدراسة التهديدات الأمنية، منطقة المتوسط، والسياسة الأوروبية للجوار الجديدة.",1,1
