text,label,prediction
"تدرس هذه الورقة البحثية ظاهرة التناقض في رواية البشير الإبراهيمي ""الضب"". باستخدام تحليل مفصل، يتم فحص هدف الدراسة وهو تحديد واستكشاف حالات التناقض في النص. تتضمن منهجية البحث فحصًا دقيقًا للغة الرواية وهيكلها. تشير النتائج المتوقعة إلى وجود عدة حالات من التناقض، والتي تساهم في تعقيد السرد.",1,1
يستكشف هذا المقال صور العدول في الخطاب القرآني، مع التركيز على الجوانب الدلالية والجمالية للغة القرآن. يسلط الضوء على كيفية استخدام التغييرات في نمط الأسلوب القرآني لزيادة المعنى أو إحالة إلى معاني غامضة. يبرز البحث جذور هذه الظاهرة في كلام العرب، مع التأكيد على أن الخطاب القرآني قام بتطويرها بطريقة فريدة ونسق مثالي. يظهر البحث أيضًا مدى اتساع الدلالة القرآنية وجمال تركيبها، مع التركيز على أهمية تحليل الخطاب القرآني لفهم عمق اللغة القرآنية. يهدف البحث إلى إبراز قيمة علم الدلالة في فهم اللغة القرآنية وتحليل الخطاب القرآني.,1,1
"يتناول هذا البحث موضوع التحصيل عن طريق الإكراه الجمركي في التشريع الجزائري والقانون المغربي. يشير الباحث إلى أن الأصل هو الوفاء بالالتزامات الجمركية ودفع الحقوق الجمركية بشكل طوعي، لكن عندما تفشل الإدارة الجمركية في تحصيل ديونها بالطرق العادية وتلجأ إلى الإجراءات القضائية، تلجأ إلى الإكراه البدني. يعتبر الإكراه البدني وسيلة لتنفيذ عقوبة جنائية، ويهدف إلى تحقيق التوازن الاجتماعي والمساواة بين المكلفين والحد من احتمالية العودة إلى الجريمة.

يدرس البحث المسائل المتعلقة بنظام الإكراه البدني من حيث طبيعته وإجراءاته والأشخاص الخاضعين له. كما يتناول حق المطالبة بهذا النظام والإجراءات القضائية المختصة بتطبيقه. يشير الباحث إلى أن التشريع الجزائري قد وضع أطر قانونية صارمة للإكراه البدني للحفاظ على الحقوق والحريات والالتزام بالمعاهدات الدولية دون التفريط في حقوق الخزينة العمومية.

كلمات مفتاحية: الحقوق الجمركية، الإكراه البدني، الإجراءات القضائية، الغرامات الجمركية، التحصيل الجمركي.",1,1
تهدف الدراسة إلى استكشاف دور صناعة الثقافة ضمن الإيديولوجية الرأسمالية وكيف تؤثر على تشكيل الوعي الجماهيري، مع التركيز على تيودور أدورنو كمنظر من مدرسة فرانكفورت. تعتمد الدراسة على تحليل نقدي لأعمال أدورنو وتستند إلى منهجية بحثية نوعية تقوم على دراسة النصوص وتحليل الخطاب، بهدف الكشف عن الآليات التي يتم بها نشر الإيديولوجية الرأسمالية عبر وسائل الإعلام والثقافة الشعبية وكيفية تأثيرها في تعزيز قيم معينة تسهم في تشكيل توجهات الجمهور. النتائج المتوقعة تشير إلى أن صناعة الثقافة تعمل كأداة للسيطرة الإيديولوجية، ما يؤدي إلى تكييف الأفراد مع الهياكل المجتمعية القائمة دون تشجيع التفكير النقدي أو السعي للتغيير الاجتماعي. تسعى الدراسة إلى تقديم مساهمة مهمة في فهم ديناميكيات القوة الثقافية وتأثيرها على الجماهير، إضافةً إلى إلقاء الضوء على أهمية التفكير النقدي في مواجهة هذه التأثيرات.,1,1
البحث يهدف إلى استكشاف تطور اللغة العربية وعلومها في بلاد السودان الغربي خلال الفترة من القرن العاشر إلى الثاني عشر الهجري (القرنين السادس عشر إلى الثامن عشر الميلادي). من خلال تحليل الأدبيات التاريخية والمخطوطات الأثرية، تسعى الدراسة إلى فهم التأثير الثقافي والاجتماعي للغة العربية في هذه المنطقة، مع التركيز على التحولات الرئيسية في النحو والبلاغة اللغوية. المنهجية تشمل دراسة مقارنة بين المصادر التاريخية المكتوبة واستخدام التحليل النصي لتحديد مدى انتشار اللغة العربية واستخدامها في التعليم والحياة اليومية. تشير النتائج المتوقعة إلى أن اللغة العربية لم تكن مجرد أداة للتواصل بل كانت وسيلة لنقل المعرفة والتعليم، حيث لعبت دوراً محورياً في الحياة الثقافية والاجتماعية. من المتوقع أيضاً أن تُظهر الدراسة كيف ساهمت اللغة العربية في تطور الأدب والفكر في هذه المجتمعات.,1,1
أدخل القانون رقم 15/01 صندوق النفقة كآلية إحتياطية فعالة للمطلقة الحاضنة والطفل المحضون، مما يضمن الحقوق الأساسية ويمنع الطفل من الإنحراف والحرمان. ومع ذلك، فإن القانون لا يفرق بين حالات سقوط الحق في النفقة بين الطفل المحضون والمطلقة الحاضنة. من خلال أحكام الشريعة وقرارات المحكمة العليا، نحدد هذا الفراغ القانوني، مع ملاحظة أن المشرع قد استبعد فئة كبيرة من الاستفادة من الصندوق، مما قد يثير نقاشا في المستقبل.,1,1
"يتناول هذا البحث موضوع مركز قانون القاضي في تنازع القوانين، حيث يناقش تطور العلاقات الدولية وانحسار فكرة الإقليمية في الفكر القانوني. مع تزايد قبول الدول للقوانين الأجنبية بجانب قوانينها المحلية، أصبح من الضروري وضع قواعد قانونية تضبط تطبيق هذه القوانين.

يهدف البحث إلى تحديد مركز قانون القاضي وكيفية تطبيقه في مواجهة القوانين الأجنبية. يتم ذلك من خلال دراسة قواعد الإسناد التي توجه القاضي إلى القانون الواجب التطبيق على المراكز القانونية ذات العنصر الأجنبي.

يواجه البحث تحدياً يتمثل في الطبيعة المزدوجة لقواعد التنازع، حيث يمكن أن تمنح الاختصاص لقانون القاضي أو للقانون الأجنبي. لذلك، يتم البحث عن مركز قانون القاضي وتحديد مواطن تطبيقه بالنسبة للقانون الأجنبي.

بعد إجراء موازنة بين قانون القاضي والقانون الأجنبي، يخلص البحث إلى أن قانون القاضي يتمتع بمركز راجح ضمن قواعد التنازع لحل المنازعات الدولية الخاصة مقارنة بالقانون الأجنبي. يعود ذلك إلى أن قانون القاضي يجد ثلاثة مواطن لتطبيق في قواعد التنازع، بينما يجد القانون الأجنبي تطبيقاً راجحا واحداً قد يفقده إذا ما اعترضته عقبات.

كلمات مفتاحية: مركز قانون القاضي، القانون الأجنبي، تطبيق قانون القاضي.",1,1
تستعرض هذه الدراسة جوانب عقوبة الإعدام في سياق القانون الدولي لحقوق الإنسان، نظراً لأثرها البالغ على الحق في الحياة وكونها من أقسى العقوبات المتاحة. تسعى الدراسة إلى توضيح الموقف القانوني الدولي من هذه العقوبة والخلاف المستمر بين الدول حول استمرار تطبيقها. رغم وجود معاهدات عالمية وإقليمية تدعو إلى إلغاء عقوبة الإعدام وتعزيز التحركات الرسمية التابعة للأمم المتحدة في هذا السياق مثل إصدار قرارات تهدف إلى وقف استخدام العقوبة، يظل الجدل قائماً بين الدول حول الإبقاء على العقوبة أو إلغائها أو تجميدها. تشير النتائج إلى أن معظم الدول المستمرة في تطبيق عقوبة الإعدام لا توفر حماية كافية لحقوق المحكوم عليهم ولا تلتزم بالمعايير الدولية للمحاكمة العادلة وحقوق الإنسان، مما يدعو إلى مراجعة جادة لهذه الممارسات لضمان توافقها مع الالتزامات الدولية في حماية الحقوق الأساسية.,1,1
هدفت هذه الدراسة إلى فحص العلاقة بين قلق المستقبل وفعالية الذات لدى عينة من طلاب الجامعة. استخدمت الدراسة المنهج الوصفي بشقيه الارتباطي والمقارن، وشملت العينة 449 طالبًا وطالبة من التخصصين العلمي والأدبي للعام الجامعي 2016-2017. تم اختيار العينة باستخدام المعاينة العشوائية الطبقية. تم تطبيق مقياس قلق المستقبل (المشيخي، 2009) ومقياس فعالية الذات (إعداد الباحث، 2016). توصلت الدراسة إلى النتائج التالية: توجد علاقة ارتباطية بين درجات قلق المستقبل ودرجات فعالية الذات لدى عينة الدراسة. تختلف درجات قلق المستقبل باختلاف مستويات فعالية الذات (مرتفعة - منخفضة) لدى عينة الدراسة. لا توجد فروق ذات دلالة إحصائية في درجات قلق المستقبل بين التخصصين العلمي والأدبي لدى عينة الدراسة.,1,1
يستكشف هذا البحث شعرية التشكلات الصوتية في شعر محمد بلقاسم خمار، ويقوم بتحليل بنائية نسق التكرار من خلال قراءة أسلوبية. يهدف البحث إلى الكشف عن دور التشكلات الصوتية في بناء المعنى الشعري وتأثيرها على النمط اللغوي والفني في شعر خمار. يعتمد البحث على منهجية تحليلية نقدية، حيث يتم فحص وتحليل القوافي والجوانب الصوتية الأخرى في شعر خمار. من خلال هذه الدراسة، يتوقع البحث أن يبرز أهمية التشكلات الصوتية في شعر خمار ومدى تأثيرها على بنية نسق التكرار، مما يضيف بعدًا جديدًا لفهم الشعر العربي الحديث.,1,1
