text,label,prediction
تهدف هذه الدراسة إلى استكشاف ظاهرة تعدد المعنى والدلالة في كتاب جمهرة الأمثال لأبي هلال العسكري، وتحديد أسباب تعدد المعنى. وتشمل هذه الأسباب تضييق المعنى وتوسيعه، والاختلاف في تحديد أصل الكلمة، والمشترك اللفظي، والمجاز، وتعدد القصة المروية في السياق، وغياب السياق، وأصل الكلمة، سواء أكان عربيا أم أعجميا. تعتمد الدراسة على جمهرة الأمثال لأبي هلال العسكري وغيرها من كتب شروح الأمثال القديمة.,1,1
يعتبر عموم المشترك من المسائل الأصولية التي اختلف فيها أئمة الأصول بعد اتفاقهم على وقوع الاشتراك في كلام العرب ووروده في القرآن والسنة. وكان لاختلاف الأصوليين في هذه المسألة ظلال على اختلاف الفقهاء في قضايا فقهية. فجاء هذا البحث ليسلط الضوء على مسألة عموم المشترك من جهة التأصيل لهها ومن جهة بيان بعض ما بُني عليها من الفروع الفقهية. واعتمد البحث على المنهج الاستقرائي من أجل جمع وحصر الآراء الأصولية ونسبتها إلى أصحابها. كما اعتمد على المنهج التحليلي والمقارن وذلك بغية فهم مقاصد الأصوليين ومناقشة أدلة كل فريق في ضوء قواعد الفقه المقارن. وانتهى البحث إلى أن المشترك يجوز أن يطلق لغة على كل معنى من معانيه على سبيل البدل، بدليل الوقوع، أما إرادة جميع المعاني منه في نص واحد، فمخالفة لوضعه في اللغة. ثم إن البحث قدّم عشرة أمثلة كتفريع فقهي على هذا الأصل المختلف، والتي تبين أن الاختلاف الأصولي في موضوع البحث خلاف حقيقي وليس خلافا صوريا.,0,0
قد لا يؤدي الخبر الذي ينشر وسائل الإعلام إلى أحداث ظنته أو اضطراب مرئي، ولكنه سيتسع إلى ما هو أخطر من ذلك على المدى الطويل وذلك عن طريق التأثير في الرأي العام وتوجيهها وجهة معينة لا تتوافق مع الصالح العام، ويحدث ذلك على وجه الخصوص في الدول المتخلفة التي لا يوجد فيها الرأي الآخر، وتتولى الحكومة من خلال وسائل الإعلام التي تسيطر عليها إلى نشر كل ما تراه أو تريد أن تراه كما أو كانت هي عين الحقيقة. وقد فرضت مختلف التشريعات في البلدان العالم على الصحفيين عددا من الواجبات قدرت أهمتها لصيانة قيم المجتمع وحقوق الآخرين من الاعتداءات التي يمكن أن تقع منهم وتنشر في صحفهم، مع بالها سعة انتشار وتأثير كبير في الرأي العام وهذه الواجبات تتنوع إلى نوعين حسب طبيعة الأعمال التي تقوم عليها أو تفرضها على الصحفي.- فقد تفرض عليه التزام سلبيا يتمثل في منع إتيان بعض الأعمال، توجب عليه القيام ببعض الأعمال الإيجابية لذلك سنتناول في هذه المداخلة واجبات الصحفيين في مطلبين كما يلي : المطلب الأول: واجبات الصحفيين ذات طابع السلبي المطلب الثاني: واجبات الصحفيين ذات طابع إيجابي..,0,0
تدرس هذه الورقة البحثية دور نظام التنقيط المصرفي الجزائري (Snb) في تقييم الأداء المصرفي، مع التركيز على البنك الوطني الجزائري ومصرف السلام كدراسات حالة. الهدف هو تقييم فعالية النظام في تقييم الأداء المصرفي وتحديد نقاط قوته وضعفه. تستخدم الدراسة منهجية مختلطة، تجمع بين البيانات الكمية من مؤشرات الأداء المصرفي والبيانات النوعية من المقابلات مع خبراء الصناعة. تشير النتائج إلى أن النظام فعال في تقييم الأداء المصرفي، لكنه يمكن أن يتحسن في مجالات مثل الشفافية والمعايير الموحدة.,1,1
تستكشف هذه الورقة البحثية الدور الحاسم للموانئ الجافة في تعزيز كفاءة الموانئ البحرية، مع التركيز بشكل خاص على النظام الجزائري. يتم فحص منهجية الدراسة، التي تتضمن مراجعة شاملة للأدبيات وتحليل تجريبي، بالتفصيل، مع التأكيد على الهدف الرئيسي لفهم الحالة الحالية للموانئ الجافة في الجزائر. تكشف النتائج المتوقعة عن رؤى قيمة حول فعالية الموانئ الجافة في تحسين عمليات الموانئ البحرية، مما يسلط الضوء على أهميتها في تعزيز التجارة البحرية.,1,1
بحث في مجال تحليل الخطاب، يحملنا على التعامل مع الكثير من المصطلحات والمفاهيم، كالنحو والدلالة، والتداولية(1 )، التي استرجعت مؤخرا كبعد مميز للبحث في هذا المجال، إذ تشترك معه في الاهتمام بمنتج النص، ومتلقيه وسياق التلقي، والهيئات والظروف المقترنة بعملية التلقي(2 ). وقد أشار فان ديك(3 ) إلى أن المستويين الشكلي والدلالي لا يكفيان لتحديد بنية العبارة. 1- أول من استعمل هذا المصطلح في اللغة العربية (الذي يقابل في اللغة الفرنسية Pragmatique وفي الإنجليزية Pragmatistes) الأستاذ أحمد المتوكل ، أستاذ بكلية الآداب بجامعة محمد الخامس، ينظر: خولة طالب الإبراهيمي، مبادئ في اللسانيات، دار القصبة للنشر، الجزائر، سنة 2000، ص: 176. 2 - ينظر: سعيد حسن البحيري، علم لغة النص، المفاهيم والاتجاهات، الطبعة الأولى، الشركة المصرية العالمية للنشر، لونجمان، القاهرة، سنة 1997، ص: 16 3 - فان ديك: عالم لساني هولندي، ولد سنة 1943، اهتم بتطوير دراسة ضروب نحو النص وتداولية الخطاب، نشرت أبحاثه فيما يزيد عن 30 دراسة، يشتغل حاليا أستاذا بجامعة أمستردام، ينظر: فانديك، النص والسياق، استقصاء البحث في الخطاب الدلالي والتداولي، ترجمة: عبد القادر قنيني، أفريقيا الشرق، بيروت، لبنان، سنة:2000، ص:09..,0,0
"هدفت هذه الدراسة إلى تحليل سياسات معالجة البطالة في الجزائر ضمن برامج النمو والإنعاش الاقتصادي. منذ بداية الألفية الجديدة، ركزت الحكومة الجزائرية على التصدي لهذه المشكلة من خلال تنفيذ برامج اقتصادية على المستوى الكلي. تم إيلاء التشغيل أهمية كبيرة في هذه البرامج، مما استدعى توفير الظروف الملائمة لتحقيق الأهداف المرجوة من خلال إنشاء هياكل قادرة على خلق فرص عمل جديدة.

أظهرت النتائج أن برامج الإنعاش الاقتصادي ساهمت بشكل فعّال في تحسين معدلات التشغيل. بدأ ذلك مع برنامج الإنعاش للفترة (2001-2004)، تلاه البرنامج التكميلي لدعم الإنعاش الاقتصادي للفترة (2005-2009)، وأخيراً برنامج دعم النمو الاقتصادي للفترة (2010-2014). أدت هذه البرامج إلى استحداث حوالي 400 ألف فرصة عمل سنوياً، مما يعكس الجهود الحثيثة التي بذلتها الحكومة الجزائرية للتخفيف من حدة البطالة.

في الختام، يمكن القول إن الجزائر نجحت في تنفيذ سياسات فعالة لمعالجة البطالة من خلال برامج النمو والإنعاش الاقتصادي. ومع ذلك، يتعين مواصلة الجهود لضمان استدامة هذه النتائج وتعزيز التنمية الاقتصادية المستدامة في البلاد.",1,1
تعد المصالح المعنوية للمستهلك ذات أولوية في الحماية بالنسبة للمشرع الجزائري ، و لا يتجلى هذا الاهتمام التشريعي بها في قانون حماية المستهلك فقط بل يمتد إلى حزمة من النصوص التشريعية و التنظيمية ، كما لا تقتصر حمايتها على الجانب التعويضي المتمثل في الدعاوى المدنية أو الجانب الردعي المتجسد في الدعاوى الجزائية بل يظهر كذلك في بعض الآليات القانونية التي رصدها المشرع بهدف إعلام المستهلك وصون حقوقه المعنوية قبل وقوع الضرر ، ومن بين هذه الآليات علامة المطابقة .إن هذا النوع من العلامات يلعب دورا أساسيا في إرشاد المستهلك إلى خصائص المنتج و مكوناته و مصدره مما يمنحه نظرة عامة و مسبقة عن السلعة أو الخدمة التي يقبل على اقتنائها و يساهم بشكل مباشر في صون المصالح المعنوية للمستهلك و هذا ما يفسر تشدد المشرع في شكل هذه العلامة و إجراءات منحها المعقدة إضافة إلى طابعها الإلزامي في بعض الحالات ، بل و اعتبارها تأشيرة دخول للكثير من الأسواق بما فيها السوق الجزائري خاصة بالنسبة للمنتجات المستوردة.,0,1
كانت المنظومة الشقراطيسية أظهر قصيدة أخرجت للناس في القرن الخامس الهجري، تحتفي بإحياء المولد النبوي الشريف، احتفاء لم يسبق له مثيل في المدائح النبوية، تمجد مناقب الرسول عليه الصلاة والسلام ظاهرا وباطنا، شريعة وحقيقة، أخرجها للناس الفقيه الأديب أبو محمد الشقراطيسي، وقد بلغت القصيدة من الطول ما نيف عن المائة والثلاثين بيت، فصارت بذلك مثالا يحتذى في شكلها ومضمونها الذين كلفوا بإنشاء المولديات النبوية وتلحينها وإنشادها في المحافل الرسمية التي أصبحت تقام في الحواضر الإسلامية..,0,0
تدرس هذه الورقة البحثية استخدام البشير الإبراهيمي لـ 'حتّى' في خطابه الحجاجي. من خلال تحليل السياقات التي يتم فيها استخدام 'حتّى'، تهدف الدراسة إلى تحديد العلاقات الحجاجية التي تقيمها في الخطاب. يتم استخدام منهج مختلط، يجمع بين التحليل اللغوي الكمي والنوعي. تشير النتائج إلى أن 'حتّى' تعمل على تعزيز الحجج، والتعبير عن الشك، وتأطير الخطاب.,1,1
