text,label,prediction
يعالج هذا المقال الذي بين أيدينا، أحد أهم القضايا السياسية والإجتماعية في تاريخ الجزائر في الفترة الحديثة والمعاصرة، إن لم نقل في التاريخ الجزائري كله، من خلال تسليط الضوء على واحدة من بين الأقليات الدينية التي استقرت بالجزائر منذ القدم، وعاشت بين أهل الجزائر وذويها في أمن وسلام، لتزدهر مكانتها وتتوسع مع وصول المسلمين الفاتحين إليها في القرن السابع للميلاد، وحتى حضور الأتراك العثمانيين الذين تمكنوا من إعادة بعث الدولة الإسلامية المتسامحة فيها من جديد بعد حملات التحرشات المسيحية الإسبانية، ما مكن من بروز إقتصادي وتجاري كبير لها خلال هذه الفترة، هذه المكانة الإقتصادية- السياسية كانت لها اليد الطولى في نجاح المشروع الإحتلالي الفرنسي على الجزائر سنة 1830، سيما بعد الأدوار التجارية المشبوهة لهذه الأقلية، وعلاقتها المباشرة بأزمة الديون الجزائرية نحو فرنسا، والأهم من هذا كله هو ذلك الموقف غير المشرف الذي إتسمت به هذه الأقلية إزاء الثورة الجزائرية، بالرغم من قيم العفو، التسامح ونسيان الماضي، التي أعلنتها الثورة التحريرية دستوراً ومنهاجاً للتعامل معهم في الجزائر الحرة والمستقلة؛ إنها الأقلية اليهودية..,0,0
يسعى هذا البحث إلى دراسة موقف الإسلام من الفقر من خلال تحليل النصوص الشرعية والكشف عن الآليات التي وضعتها الشريعة الإسلامية لمكافحة الفقر. يستخدم البحث المنهجية التحليلية المقارنة لدراسة الآيات القرآنية والأحاديث النبوية المتعلقة بالفقر، مع التركيز على المفاهيم الإسلامية مثل الزكاة والصدقة والتعاون الاجتماعي. يهدف البحث إلى إبراز دور الإسلام في تعزيز التضامن الاجتماعي وتحفيز المسلمين على العمل لمكافحة الفقر. من خلال هذا البحث، يتوقع الكشف عن آليات فعّالة وفريدة من نوعها وضعتها الشريعة الإسلامية لمكافحة الفقر وتحسين مستويات المعيشة. يأمل البحث أن يساهم في تعزيز الفهم الإسلامي للفقر وتحفيز الجهود الرامية إلى القضاء عليه.,1,1
يتناول هذا البحث موقف اتحاد جنوب أفريقيا من تأميم قناة السويس عام 1956. يهدف البحث إلى دراسة العوامل السياسية والاقتصادية التي أثرت على قرار جنوب أفريقيا وكيفية تفاعلها مع القوى العالمية الأخرى خلال تلك الفترة. يستخدم البحث منهجاً تحليلياً مبنياً على المصادر الأولية والثانوية، بما في ذلك الوثائق الحكومية والصحف والمجلات الأكاديمية. من المتوقع أن تسلط النتائج الضوء على دور جنوب أفريقيا في السياسة الدولية وتأثير قراراتها على المنطقة والعالم.,1,1
"جرى في عرف الباحثين إدراج المباحث الحجاجية في إطار التّصورات العامة للتداولية، وقد أشار بعضهم إلى ذلك إذ قال: "" ويوجد تيار ناتج"" عن التقاء تيارين نابعين من أصلين مختلفين ومتداخلين في الآن نفسه، مشيرا إلى التيار الفلسفي المنطقي، والتيار اللساني التواصلي المهتم بالتخاطب وذاتية المتكلم وخصائص الخطاب. وإذِ الأمر كذلك أحاول في هذا الإطار البحث عن عناصر الالتقاء بين هذين العلمين ولاشك أنّ أهمّ نقطة التقاء تتمثل في الخطاب الحجاجي، ولما كانت التداولية علم استعمال اللّغة في المقام، والمقام أحد مقوّمات البلاغة القديمة جرى البحث في اتّجاه استقصاء الأصول المعرفية للخطاب الحجاجي مسائلا عن الأبعاد والتصوّرات والمفاهيم..",0,0
استكشفت هذه الدراسة تأثير الضغوط النفسية على الأداء الوظيفي للموظفين في ديوان الترقية والتسيير العقاري في سكيكدة. تم استخدام استبيان مكون من 60 فقرة، يغطي الضغوط النفسية والأداء الوظيفي، لجمع البيانات من عينة من مجتمع الدراسة. أشارت النتائج إلى موافقة متوسطة على المستوى العام للأداء الوظيفي، مع تحديد الضغوط الشخصية كأكثر أنواع الضغوط التي يتعرض لها الموظفون. أظهرت الدراسة أيضًا تأثيرًا كبيرًا إحصائيًا للضغوط النفسية على الأداء الوظيفي، حيث كانت الضغوط العائلية والشخصية والاجتماعية هي الأكثر أهمية.,1,1
"يتناول البحث تاريخ ونشاط فوج الأمل للكشافة الإسلامية الجزائرية في مدينة تبسة بين عامي 1938 و1954. يهدف الفوج إلى تربية وتوجيه أكبر عدد ممكن من الشباب التبسي وتعزيز الروح الوطنية. تأسس الفوج بقيادة الشريف أحمد شاوش والعربي التبسي، وعرف بتنظيمه للندوات والمحاضرات والرحلات الترفيهية. لعب الفوج دوراً هاماً في تنشيط الحركة الوطنية وساهم في تحقيق بعض أهداف الحركة الإصلاحية.

الكلمات المفتاحية: الكشافة الإسلامية الجزائرية، فوج الأمل، المخيمات، الروح الوطنية، التوعية الجماعية.",1,1
يناقش هذا المقال مفهوم الشخصانية في الفكر الفلسفي المعاصر، مع التركيز على رؤية الإنسان ككيان مستقل يتواصل مع الآخرين. يتم تحليل ثلاثة نماذج: شارل رونوفييه، الذي يعتبر مؤسس الشخصانية في الفلسفة المعاصرة، وجان لاكروا، الذي يعطي الأولوية لمفهوم الذات، وإيمانويل مونييه، الذي يدمج ما هو روحي مع ما هو مادي في الإنسان. يعتبر رونوفييه الشخص كذات مستقلة وكيان قائم بذاته. تركز شخصانية لاكروا على تشكيل وشخصنة الذات، مع تجاوز الذات في شكل من أشكال التفاعل مع الآخرين. يعطي مونييه الأولوية لما هو روحي في الإنسان. يحاول المقال تحليل هذه الأفكار وتقديم فهم لمفهوم الشخصانية في الفلسفة المعاصرة.,1,1
إن التطور الصناعي الذي عرفته الدول في مجال الصناعة والتجارة، أدى إلى ضرورة وجود أجهزة رقابية متنوعة على المنتوجات والخدمات المعروضة في السوق. فمهما كان دورها في الحد من المخالفات والتجاوزات التي يمارسها المحترفون، إلا أنا تبقى غير فعالة لكونها لا تستطيع أن تقوم بدورها لوحدها دون مساعدة من قبل جمعيات حماية المستهلك. أضف إلى أن المستهلك وحده لا يستطيع حماية حقوقه لوحده بل يحتاج إلى جهاز يعده بالنصح ويعرض عليه كل انشغالاته. ولذلك ظهرت فكرة الجمعيات وتأكدت لمساندة هذا المستهلك لكونه طرفا ضعيفا في مواجهة المهنيين. فمهمة هذه الجمعيات، هي وقاية المستهلك من أضرار المنتوجات ومخاطر الخدمات التي تزداد يوميا، وكذا تمثيله والدفاع عنه قضائيا للمطالبة بالتعويض عن الأضرار التي تلحق به تجاريا أي كما يطلق عليها البعض الحماية التجارية والأضرار الجسدية (الحماية الصحية) وسأقتصر في هذا البحث على دراسة الدور الوقائي أي الرقابة التي تمارسها الجمعيات كآلية وقائية أي القضاء على الخطر الذي يهدد المستهلكين. لذا يثار التساؤل التالي : فيما تتمثل هذه الرقابة كآلية وقائية ؟.,0,0
تتناول هذه الدراسة مبادئ المحاكمة العادلة في سياق أحكام الشريعة الإسلامية والقانون الدولي. تعتبر المحاكمة العادلة من الضمانات الأساسية التي تعزز حقوق الإنسان، وخاصة حقوق المتهم. في مواجهة المجتمع بعد انتهاك القوانين الشرعية، قد يجد المتهم نفسه ضحية للفروق الاجتماعية والعوامل التي دفعته للسلوكيات السلبية. من خلال تحليل مبادئ المحاكمة العادلة، تهدف هذه الدراسة إلى تسليط الضوء على أهمية توفير فرص جديدة للمتهمين لتصحيح وضعهم داخل المجتمع، وذلك من خلال الالتزام القانوني والأخلاقي بدعمهم وإعادة تأهيلهم.,1,1
يناقش هذا البحث الدور الهام للزوايا في منطقة القبائل في نشر المعرفة والثقافة الإسلامية. كانت الزوايا مراكز تعليمية هامة في المنطقة، حيث توفر التعليم في مجالات مثل اللغة والنحو والفقه. كما كانت الزوايا مراكز للنشاط الثقافي، حيث تضم العديد من العلماء والمثقفين. كانت الزوايا في منطقة القبائل معروفة بمنتجها العلمي الوفير والضخم، وذلك بفضل اختيار المشايخ الأكفاء واستقامتهم في السلوك والأخلاق. كانت الزوايا في طليعة تثقيف الشعب، من خلال تحفيظ القرآن، وتدريس فنون الفقه، والقراءات القرآنية، ومبادئ اللغة العربية.,1,1
